city,city_ascii,state_id,state_name,county_fips,county,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Pleasant View,Pleasant View,UT,Utah,05000US49057,Weber,41.3249,-112.0011,10460,578,shape,FALSE,TRUE,America/Denver,3,84404 84414,1840020137
Jessup,Jessup,MD,Maryland,05000US24003,Anne Arundel,39.1488,-76.7772,10458,667,shape,FALSE,FALSE,America/New_York,3,20701 20794,1840005919
Lake Monticello,Lake Monticello,VA,Virginia,05000US51065,Fluvanna,37.921,-78.3295,10457,456,shape,FALSE,FALSE,America/New_York,3,22963,1840006342
Vernal,Vernal,UT,Utah,05000US49047,Uintah,40.4517,-109.5378,10449,872,shape,FALSE,TRUE,America/Denver,3,84078,1840021391
Tanaina,Tanaina,AK,Alaska,05000US2170,Matanuska-Susitna,61.6576,-149.4263,10449,133,shape,FALSE,FALSE,America/Anchorage,3,99654,1840023662
Mount Sinai,Mount Sinai,NY,New York,05000US36103,Suffolk,40.9372,-73.0179,10446,672,shape,FALSE,FALSE,America/New_York,3,11766,1840005049
Budd Lake,Budd Lake,NJ,New Jersey,05000US34027,Morris,40.8733,-74.7375,10444,740,shape,FALSE,FALSE,America/New_York,3,07828 07836,1840005195
Barrington,Barrington,IL,Illinois,05000US17031,Cook,42.1515,-88.1281,10442,874,shape,FALSE,TRUE,America/Chicago,3,60010,1840011244
Bellefontaine Neighbors,Bellefontaine Neighbors,MO,Missouri,05000US29189,St. Louis,38.7529,-90.228,10441,917,shape,FALSE,TRUE,America/Chicago,3,63136 63137,1840007449
Exeter,Exeter,CA,California,05000US6107,Tulare,36.2941,-119.1459,10433,1636,shape,FALSE,TRUE,America/Los_Angeles,3,93221,1840020365
Prineville,Prineville,OR,Oregon,05000US41013,Crook,44.2985,-120.8607,10429,313,shape,FALSE,TRUE,America/Los_Angeles,3,97754,1840019999
Silverton,Silverton,OR,Oregon,05000US41047,Marion,45.003,-122.7808,10426,1147,shape,FALSE,TRUE,America/Los_Angeles,3,97381,1840021226
Union City,Union City,TN,Tennessee,05000US47131,Obion,36.4267,-89.0474,10426,332,shape,FALSE,TRUE,America/Chicago,3,38261,1840015280
Newcastle,Newcastle,OK,Oklahoma,05000US40087,McClain,35.2401,-97.5995,10425,67,shape,FALSE,TRUE,America/Chicago,3,73072 73065,1840020453
Del Aire,Del Aire,CA,California,05000US6037,Los Angeles,33.9167,-118.3693,10424,3991,shape,FALSE,FALSE,America/Los_Angeles,2,90304 90250,1840028367
Sugarmill Woods,Sugarmill Woods,FL,Florida,05000US12017,Citrus,28.7299,-82.501,10424,140,shape,FALSE,FALSE,America/New_York,3,34461 34446,1840014063
Little Canada,Little Canada,MN,Minnesota,05000US27123,Ramsey,45.0244,-93.0863,10423,1032,shape,FALSE,TRUE,America/Chicago,3,55117,1840008936
Pine Hill,Pine Hill,NJ,New Jersey,05000US34007,Camden,39.7879,-74.9857,10418,1028,shape,FALSE,TRUE,America/New_York,3,08009 08021,1840001509
Waterloo,Waterloo,IL,Illinois,05000US17133,Monroe,38.3403,-90.1538,10417,494,shape,FALSE,TRUE,America/Chicago,3,62298,1840010803
Oak Hills,Oak Hills,CA,California,05000US6071,San Bernardino,34.391,-117.4123,10415,164,shape,FALSE,FALSE,America/Los_Angeles,3,92344,1840024934
Frederick,Frederick,CO,Colorado,05000US8123,Weld,40.1088,-104.9701,10414,266,shape,FALSE,TRUE,America/Denver,3,80504 80530 80516 80514,1840021364
Portage,Portage,WI,Wisconsin,05000US55021,Columbia,43.5489,-89.4658,10412,451,shape,FALSE,TRUE,America/Chicago,3,53901,1840002712
Monmouth,Monmouth,OR,Oregon,05000US41053,Polk,44.8505,-123.2284,10411,1849,shape,FALSE,TRUE,America/Los_Angeles,3,97361,1840019971
Cape Canaveral,Cape Canaveral,FL,Florida,05000US12009,Brevard,28.3933,-80.6049,10411,1809,shape,FALSE,TRUE,America/New_York,3,32920,1840015091
Fort Madison,Fort Madison,IA,Iowa,05000US19111,Lee,40.6207,-91.3509,10407,416,shape,FALSE,TRUE,America/Chicago,3,52627,1840008321
Quartz Hill,Quartz Hill,CA,California,05000US6037,Los Angeles,34.6527,-118.2163,10405,1067,shape,FALSE,FALSE,America/Los_Angeles,3,93536,1840019210
Vashon,Vashon,WA,Washington,05000US53033,King,47.4122,-122.4726,10400,108,shape,FALSE,FALSE,America/Los_Angeles,3,98070,1840018414
Cambridge,Cambridge,OH,Ohio,05000US39059,Guernsey,40.0221,-81.5869,10398,630,shape,FALSE,TRUE,America/New_York,3,43725,1840007259
Palatka,Palatka,FL,Florida,05000US12107,Putnam,29.6493,-81.6705,10388,411,shape,FALSE,TRUE,America/New_York,3,32177,1840015062
Liberty Lake,Liberty Lake,WA,Washington,05000US53063,Spokane,47.6686,-117.1036,10381,641,shape,FALSE,TRUE,America/Los_Angeles,3,99019 99016,1840037678
Vidalia,Vidalia,GA,Georgia,05000US13279,Toombs,32.2125,-82.4019,10380,224,shape,FALSE,TRUE,America/New_York,3,30474,1840015820
Danville,Danville,IN,Indiana,05000US18063,Hendricks,39.7584,-86.5019,10380,457,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46122,1840009539
Beverly Hills,Beverly Hills,MI,Michigan,05000US26125,Oakland,42.522,-83.2423,10378,995,shape,FALSE,TRUE,America/Detroit,3,48025,1840011052
Richmond Heights,Richmond Heights,OH,Ohio,05000US39035,Cuyahoga,41.5589,-81.5029,10376,903,shape,FALSE,TRUE,America/New_York,3,44143,1840003409
Gloucester Point,Gloucester Point,VA,Virginia,05000US51073,Gloucester,37.2767,-76.5043,10373,425,shape,FALSE,FALSE,America/New_York,3,23062 23072,1840006399
Progress Village,Progress Village,FL,Florida,05000US12057,Hillsborough,27.8831,-82.3593,10373,1323,shape,FALSE,FALSE,America/New_York,3,33578 33619,1840028917
Miami Shores,Miami Shores,FL,Florida,05000US12086,Miami-Dade,25.867,-80.1779,10372,1610,shape,FALSE,TRUE,America/New_York,3,33141 33138,1840018334
Columbia,Columbia,PA,Pennsylvania,05000US42071,Lancaster,40.0347,-76.4944,10369,1658,shape,FALSE,TRUE,America/New_York,3,17512,1840003713
Big Rapids,Big Rapids,MI,Michigan,05000US26107,Mecosta,43.6992,-85.4806,10358,899,shape,FALSE,TRUE,America/Detroit,3,49307,1840002678
River Road,River Road,OR,Oregon,05000US41039,Lane,44.0833,-123.132,10352,2189,shape,FALSE,FALSE,America/Los_Angeles,2,97404,1840034832
Moss Bluff,Moss Bluff,LA,Louisiana,05000US22019,Calcasieu,30.3039,-93.2051,10352,262,shape,FALSE,FALSE,America/Chicago,3,70611,1840013962
Fife,Fife,WA,Washington,05000US53053,Pierce,47.2329,-122.3518,10345,693,shape,FALSE,TRUE,America/Los_Angeles,3,98424,1840019853
Sedona,Sedona,AZ,Arizona,05000US4025,Yavapai,34.8581,-111.7941,10341,218,shape,FALSE,TRUE,America/Phoenix,3,86336,1840021584
Lyons,Lyons,IL,Illinois,05000US17031,Cook,41.8119,-87.8191,10338,1808,shape,FALSE,TRUE,America/Chicago,3,60534 60525,1840011292
Fairfield,Fairfield,IA,Iowa,05000US19101,Jefferson,41.0064,-91.9667,10327,602,shape,FALSE,TRUE,America/Chicago,3,52556 52557,1840000887
Granbury,Granbury,TX,Texas,05000US48221,Hood,32.4475,-97.7702,10325,246,shape,FALSE,TRUE,America/Chicago,3,76048 76049,1840020749
Sauk Village,Sauk Village,IL,Illinois,05000US17031,Cook,41.4906,-87.5706,10319,998,shape,FALSE,TRUE,America/Chicago,3,60411,1840011290
Hillsdale,Hillsdale,NJ,New Jersey,05000US34003,Bergen,41.0074,-74.044,10317,1372,shape,FALSE,TRUE,America/New_York,3,7642,1840003560
Greencastle,Greencastle,IN,Indiana,05000US18133,Putnam,39.6432,-86.8418,10312,760,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46135,1840008439
Fredonia,Fredonia,NY,New York,05000US36013,Chautauqua,42.4407,-79.3319,10311,775,shape,FALSE,TRUE,America/New_York,3,14063,1840004566
Fairview Shores,Fairview Shores,FL,Florida,05000US12095,Orange,28.6021,-81.3958,10310,1344,shape,FALSE,FALSE,America/New_York,3,32804 32789 32810,1840013120
Amelia,Amelia,OH,Ohio,05000US39025,Clermont,39.0269,-84.2218,10308,719,shape,FALSE,FALSE,America/New_York,3,45102,1840010681
Cottage Grove,Cottage Grove,OR,Oregon,05000US41039,Lane,43.796,-123.0573,10302,1029,shape,FALSE,TRUE,America/Los_Angeles,3,97424,1840018624
Lake Hopatcong,Lake Hopatcong,NJ,New Jersey,05000US34027,Morris,40.9599,-74.6094,10301,539,shape,FALSE,FALSE,America/New_York,3,07849 07885,1840145177
Forest Acres,Forest Acres,SC,South Carolina,05000US45079,Richland,34.0323,-80.9716,10300,864,shape,FALSE,TRUE,America/New_York,3,29206 29204,1840013653
Melvindale,Melvindale,MI,Michigan,05000US26163,Wayne,42.2802,-83.1782,10300,1458,shape,FALSE,TRUE,America/Detroit,3,48122,1840003986
Bluffton,Bluffton,IN,Indiana,05000US18179,Wells,40.7424,-85.173,10298,478,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46714,1840007178
Nanticoke,Nanticoke,PA,Pennsylvania,05000US42079,Luzerne,41.2005,-76.0003,10296,1149,shape,FALSE,TRUE,America/New_York,3,18634,1840000761
Bonham,Bonham,TX,Texas,05000US48147,Fannin,33.588,-96.1901,10295,404,shape,FALSE,TRUE,America/Chicago,3,75418,1840019332
Reading,Reading,OH,Ohio,05000US39061,Hamilton,39.2242,-84.4333,10287,1374,shape,FALSE,TRUE,America/New_York,3,45215,1840001611
Jefferson,Jefferson,LA,Louisiana,05000US22051,Jefferson,29.9609,-90.1554,10286,1466,shape,FALSE,FALSE,America/Chicago,3,70121,1840013986
Bee Ridge,Bee Ridge,FL,Florida,05000US12115,Sarasota,27.2855,-82.4731,10283,1058,shape,FALSE,FALSE,America/New_York,3,34233,1840028632
Gig Harbor,Gig Harbor,WA,Washington,05000US53053,Pierce,47.3352,-122.5964,10280,672,shape,FALSE,TRUE,America/Los_Angeles,3,98332 98335,1840019855
Pella,Pella,IA,Iowa,05000US19125,Marion,41.4052,-92.9189,10279,432,shape,FALSE,TRUE,America/Chicago,3,50219,1840009293
Sabana Grande,Sabana Grande,PR,Puerto Rico,05000US72121,Sabana Grande,18.0832,-66.9645,10278,1846,shape,FALSE,FALSE,America/Puerto_Rico,3,637,1630023550
Troy,Troy,IL,Illinois,05000US17119,Madison,38.7268,-89.8977,10278,706,shape,FALSE,TRUE,America/Chicago,3,62294,1840010709
Arden Hills,Arden Hills,MN,Minnesota,05000US27123,Ramsey,45.0721,-93.167,10276,468,shape,FALSE,TRUE,America/Chicago,3,55126 55112,1840006752
Mapleton,Mapleton,UT,Utah,05000US49049,Utah,40.1188,-111.5742,10270,297,shape,FALSE,TRUE,America/Denver,3,84664 84660,1840020170
Smithville,Smithville,MO,Missouri,05000US29047,Clay,39.3919,-94.5747,10269,247,shape,FALSE,TRUE,America/Chicago,3,64089,1840009605
Vienna,Vienna,WV,West Virginia,05000US54107,Wood,39.324,-81.5383,10261,998,shape,FALSE,TRUE,America/New_York,3,26105,1840005787
Milton,Milton,FL,Florida,05000US12113,Santa Rosa,30.6286,-87.0522,10259,711,shape,FALSE,TRUE,America/Chicago,3,32570,1840015006
Bound Brook,Bound Brook,NJ,New Jersey,05000US34035,Somerset,40.5676,-74.5383,10254,2383,shape,FALSE,TRUE,America/New_York,2,8805,1840001053
East Bakersfield,East Bakersfield,CA,California,05000US6029,Kern,35.3832,-118.9743,10254,5029,shape,FALSE,FALSE,America/Los_Angeles,2,93305,1840150305
Somers Point,Somers Point,NJ,New Jersey,05000US34001,Atlantic,39.3167,-74.6066,10250,986,shape,FALSE,TRUE,America/New_York,3,8244,1840001537
Sumner,Sumner,WA,Washington,05000US53053,Pierce,47.2189,-122.2338,10246,525,shape,FALSE,TRUE,America/Los_Angeles,3,98390,1840021128
Doraville,Doraville,GA,Georgia,05000US13089,DeKalb,33.9073,-84.2711,10244,805,shape,FALSE,TRUE,America/New_York,3,30340 30360,1840014778
London,London,OH,Ohio,05000US39097,Madison,39.8935,-83.4375,10241,470,shape,FALSE,TRUE,America/New_York,3,43140,1840000674
Belle Chasse,Belle Chasse,LA,Louisiana,05000US22075,Plaquemines,29.8558,-90.0045,10241,484,shape,FALSE,FALSE,America/Chicago,3,70037,1840014028
Shasta Lake,Shasta Lake,CA,California,05000US6089,Shasta,40.679,-122.3775,10235,361,shape,FALSE,TRUE,America/Los_Angeles,3,96019,1840021349
Golden Hills,Golden Hills,CA,California,05000US6029,Kern,35.1409,-118.4968,10234,362,shape,FALSE,FALSE,America/Los_Angeles,3,93561,1840017819
East Stroudsburg,East Stroudsburg,PA,Pennsylvania,05000US42089,Monroe,41.0023,-75.1779,10232,1389,shape,FALSE,TRUE,America/New_York,3,18301,1840003507
Elgin,Elgin,TX,Texas,05000US48021,Bastrop,30.3526,-97.3883,10231,596,shape,FALSE,TRUE,America/Chicago,3,78621,1840020903
Browns Mills,Browns Mills,NJ,New Jersey,05000US34005,Burlington,39.9737,-74.569,10228,734,shape,FALSE,FALSE,America/New_York,3,8015,1840005517
Keokuk,Keokuk,IA,Iowa,05000US19111,Lee,40.4095,-91.4031,10225,433,shape,FALSE,TRUE,America/Chicago,3,52632,1840001036
Lincoln Park,Lincoln Park,NJ,New Jersey,05000US34027,Morris,40.9239,-74.3035,10220,616,shape,FALSE,TRUE,America/New_York,3,7035,1840000953
West Haverstraw,West Haverstraw,NY,New York,05000US36087,Rockland,41.2063,-73.9884,10220,2592,shape,FALSE,TRUE,America/New_York,2,10993 10923,1840004990
Newberry,Newberry,SC,South Carolina,05000US45071,Newberry,34.2813,-81.601,10219,438,shape,FALSE,TRUE,America/New_York,3,29108,1840014694
Mount Airy,Mount Airy,NC,North Carolina,05000US37171,Surry,36.5083,-80.6155,10213,337,shape,FALSE,TRUE,America/New_York,3,27030,1840014430
Eureka,Eureka,MO,Missouri,05000US29189,St. Louis,38.5004,-90.6491,10203,355,shape,FALSE,TRUE,America/Chicago,3,63025 63069,1840008582
Manville,Manville,NJ,New Jersey,05000US34035,Somerset,40.542,-74.5892,10193,1666,shape,FALSE,TRUE,America/New_York,3,8835,1840003610
Cedar Hills,Cedar Hills,UT,Utah,05000US49049,Utah,40.4135,-111.7531,10190,1443,shape,FALSE,TRUE,America/Denver,3,84062,1840018754
Rincon,Rincon,GA,Georgia,05000US13103,Effingham,32.2947,-81.2353,10187,403,shape,FALSE,TRUE,America/New_York,3,31326,1840018091
South Huntington,South Huntington,NY,New York,05000US36103,Suffolk,40.8225,-73.3921,10186,1151,shape,FALSE,FALSE,America/New_York,3,11746,1840005100
East Whittier,East Whittier,CA,California,05000US6037,Los Angeles,33.9244,-117.9887,10182,3606,shape,FALSE,FALSE,America/Los_Angeles,2,90604,1840019205
Independence,Independence,OR,Oregon,05000US41053,Polk,44.8547,-123.1952,10178,1317,shape,FALSE,TRUE,America/Los_Angeles,3,97351,1840018589
Struthers,Struthers,OH,Ohio,05000US39099,Mahoning,41.051,-80.592,10177,1079,shape,FALSE,TRUE,America/New_York,3,44471,1840003562
Saks,Saks,AL,Alabama,05000US1015,Calhoun,33.7118,-85.8536,10175,322,shape,FALSE,FALSE,America/Chicago,3,36201 36206,1840013708
Waverly,Waverly,IA,Iowa,05000US19017,Bremer,42.725,-92.4708,10172,348,shape,FALSE,TRUE,America/Chicago,3,50677,1840000404
Great Neck,Great Neck,NY,New York,05000US36059,Nassau,40.8029,-73.7333,10172,2965,shape,FALSE,TRUE,America/New_York,2,11024 11023,1840005290
Marlton,Marlton,NJ,New Jersey,05000US34005,Burlington,39.9014,-74.9294,10171,1190,shape,FALSE,FALSE,America/New_York,3,8053,1840005522
Warr Acres,Warr Acres,OK,Oklahoma,05000US40109,Oklahoma,35.5285,-97.6182,10169,1400,shape,FALSE,TRUE,America/Chicago,3,73132 73122,1840021743
Panthersville,Panthersville,GA,Georgia,05000US13089,DeKalb,33.7059,-84.2763,10164,1070,shape,FALSE,FALSE,America/New_York,3,30034,1840013705
Lantana,Lantana,TX,Texas,05000US48121,Denton,33.0926,-97.1214,10152,1684,shape,FALSE,FALSE,America/Chicago,3,76226,1840025053
Wood River,Wood River,IL,Illinois,05000US17119,Madison,38.8631,-90.0774,10149,561,shape,FALSE,TRUE,America/Chicago,3,62084 62095,1840010711
Waynesville,Waynesville,NC,North Carolina,05000US37087,Haywood,35.4854,-82.9996,10145,442,shape,FALSE,TRUE,America/New_York,3,28786,1840016297
Mentone,Mentone,CA,California,05000US6071,San Bernardino,34.0609,-117.1108,10141,640,shape,FALSE,FALSE,America/Los_Angeles,3,92359 92374,1840019109
Snohomish,Snohomish,WA,Washington,05000US53061,Snohomish,47.9276,-122.0969,10141,1111,shape,FALSE,TRUE,America/Los_Angeles,3,98290,1840021078
Fountain Inn,Fountain Inn,SC,South Carolina,05000US45045,Greenville,34.6989,-82.2005,10127,505,shape,FALSE,TRUE,America/New_York,3,29644,1840013500
Highland,Highland,IL,Illinois,05000US17119,Madison,38.7602,-89.6812,10122,578,shape,FALSE,TRUE,America/Chicago,3,62249,1840007425
Orange Cove,Orange Cove,CA,California,05000US6019,Fresno,36.6211,-119.3188,10120,2180,shape,FALSE,TRUE,America/Los_Angeles,2,93646,1840020322
Rotonda,Rotonda,FL,Florida,05000US12015,Charlotte,26.8844,-82.2791,10117,366,shape,FALSE,FALSE,America/New_York,3,33947,1840014201
Linthicum,Linthicum,MD,Maryland,05000US24003,Anne Arundel,39.2088,-76.6626,10116,715,shape,FALSE,FALSE,America/New_York,3,21090,1840005921
Meadowbrook,Meadowbrook,AL,Alabama,05000US1117,Shelby,33.3935,-86.7041,10110,895,shape,FALSE,FALSE,America/Chicago,3,35242,1840027633
Citrus,Citrus,CA,California,05000US6037,Los Angeles,34.116,-117.8891,10105,4453,shape,FALSE,FALSE,America/Los_Angeles,2,91722 91702,1840017916
Bel Air,Bel Air,MD,Maryland,05000US24025,Harford,39.5348,-76.346,10102,1286,shape,FALSE,TRUE,America/New_York,3,21014,1840005668
Bithlo,Bithlo,FL,Florida,05000US12095,Orange,28.5644,-81.1073,10101,358,shape,FALSE,FALSE,America/New_York,3,32820 32833,1840014083
Blacklick Estates,Blacklick Estates,OH,Ohio,05000US39049,Franklin,39.9049,-82.8655,10097,2064,shape,FALSE,FALSE,America/New_York,2,43232,1840034379
Garden Acres,Garden Acres,CA,California,05000US6077,San Joaquin,37.9637,-121.2296,10096,1508,shape,FALSE,FALSE,America/Los_Angeles,3,95215,1840028376
Chalco,Chalco,NE,Nebraska,05000US31153,Sarpy,41.1817,-96.1353,10092,1383,shape,FALSE,FALSE,America/Chicago,3,68138,1840005176
Capitola,Capitola,CA,California,05000US6087,Santa Cruz,36.9773,-121.9537,10090,2443,shape,FALSE,TRUE,America/Los_Angeles,2,95010,1840018959
Sleepy Hollow,Sleepy Hollow,NY,New York,05000US36119,Westchester,41.0936,-73.8722,10089,1736,shape,FALSE,TRUE,America/New_York,3,10591,1840004944
Makaha,Makaha,HI,Hawaii,05000US15003,Honolulu,21.4739,-158.2102,10087,1447,shape,FALSE,FALSE,Pacific/Honolulu,3,96792,1840029523
Harrisonville,Harrisonville,MO,Missouri,05000US29037,Cass,38.653,-94.3467,10084,393,shape,FALSE,TRUE,America/Chicago,3,64701,1840007464
Woodburn,Woodburn,VA,Virginia,05000US51059,Fairfax,38.8503,-77.2322,10081,1394,shape,FALSE,FALSE,America/New_York,3,22031 22003,1840024584
St. Albans,St. Albans,WV,West Virginia,05000US54039,Kanawha,38.3769,-81.8198,10078,1076,shape,FALSE,TRUE,America/New_York,3,25177,1840006201
Vernon,Vernon,TX,Texas,05000US48487,Wilbarger,34.1479,-99.3,10078,493,shape,FALSE,TRUE,America/Chicago,3,76384,1840021912
Bernalillo,Bernalillo,NM,New Mexico,05000US35043,Sandoval,35.3127,-106.5537,10077,796,shape,FALSE,TRUE,America/Denver,3,87004,1840020388
Española,Espanola,NM,New Mexico,05000US35039,Rio Arriba,36.0044,-106.0686,10071,472,shape,FALSE,TRUE,America/Denver,3,87532,1840020348
Lexington,Lexington,NE,Nebraska,05000US31047,Dawson,40.7779,-99.7461,10069,863,shape,FALSE,TRUE,America/Chicago,3,68850,1840008285
Kennett,Kennett,MO,Missouri,05000US29069,Dunklin,36.2403,-90.0481,10069,555,shape,FALSE,TRUE,America/Chicago,3,63857,1840008809
Marina del Rey,Marina del Rey,CA,California,05000US6037,Los Angeles,33.9765,-118.4486,10065,4531,shape,FALSE,FALSE,America/Los_Angeles,2,90292,1840017920
Purcellville,Purcellville,VA,Virginia,05000US51107,Loudoun,39.1378,-77.711,10063,1147,shape,FALSE,TRUE,America/New_York,3,20132,1840005875
Winterville,Winterville,NC,North Carolina,05000US37147,Pitt,35.5291,-77.4,10062,791,shape,FALSE,TRUE,America/New_York,3,28590,1840016279
Cedartown,Cedartown,GA,Georgia,05000US13233,Polk,34.0223,-85.2479,10062,425,shape,FALSE,TRUE,America/New_York,3,30125,1840014752
Bastrop,Bastrop,LA,Louisiana,05000US22067,Morehouse,32.7748,-91.9078,10060,453,shape,FALSE,TRUE,America/Chicago,3,71220,1840013793
Waldwick,Waldwick,NJ,New Jersey,05000US34003,Bergen,41.0133,-74.1259,10051,1896,shape,FALSE,TRUE,America/New_York,3,7463,1840000921
Glenwood Springs,Glenwood Springs,CO,Colorado,05000US8045,Garfield,39.5455,-107.3347,10048,664,shape,FALSE,TRUE,America/Denver,3,81601,1840020184
Fairmont,Fairmont,MN,Minnesota,05000US27091,Martin,43.6441,-94.4621,10042,258,shape,FALSE,TRUE,America/Chicago,3,56031,1840007950
Cypress Gardens,Cypress Gardens,FL,Florida,05000US12105,Polk,28.0036,-81.6857,10040,1119,shape,FALSE,FALSE,America/New_York,3,33884,1840028660
Tipp City,Tipp City,OH,Ohio,05000US39109,Miami,39.9644,-84.1866,10039,482,shape,FALSE,TRUE,America/New_York,3,45371,1840010507
Elkhorn,Elkhorn,WI,Wisconsin,05000US55127,Walworth,42.6713,-88.5377,10034,480,shape,FALSE,TRUE,America/Chicago,3,53121,1840002480
The Pinery,The Pinery,CO,Colorado,05000US8035,Douglas,39.4462,-104.7591,10033,373,shape,FALSE,FALSE,America/Denver,3,80134,1840028583
Brandon,Brandon,SD,South Dakota,05000US46099,Minnehaha,43.5928,-96.5799,10030,719,shape,FALSE,TRUE,America/Chicago,3,57005,1840002650
Plymouth,Plymouth,IN,Indiana,05000US18099,Marshall,41.3483,-86.3187,10029,511,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46563,1840014170
Westgate,Westgate,FL,Florida,05000US12099,Palm Beach,26.6994,-80.0989,10027,2548,shape,FALSE,TRUE,America/New_York,2,33409,1840042909
Berlin,Berlin,NH,New Hampshire,05000US33007,Coos,44.4869,-71.2599,10025,63,shape,FALSE,TRUE,America/New_York,3,3570,1840002100
Rodeo,Rodeo,CA,California,05000US6013,Contra Costa,38.0367,-122.2526,10023,1028,shape,FALSE,FALSE,America/Los_Angeles,3,94525 94572,1840018900
Holmen,Holmen,WI,Wisconsin,05000US55063,La Crosse,43.9706,-91.2654,10023,532,shape,FALSE,TRUE,America/Chicago,3,54636,1840002576
Paris,Paris,TN,Tennessee,05000US47079,Henry,36.2933,-88.3065,10021,299,shape,FALSE,TRUE,America/Chicago,3,38242,1840014438
Wabash,Wabash,IN,Indiana,05000US18169,Wabash,40.8034,-85.8301,10017,401,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46992,1840010335
Le Mars,Le Mars,IA,Iowa,05000US19149,Plymouth,42.781,-96.1733,10012,452,shape,FALSE,TRUE,America/Chicago,3,51031,1840008022
Clinton,Clinton,TN,Tennessee,05000US47001,Anderson,36.0981,-84.1283,10006,332,shape,FALSE,TRUE,America/New_York,3,37716,1840014471
Berwick,Berwick,PA,Pennsylvania,05000US42037,Columbia,41.0555,-76.2492,10003,1256,shape,FALSE,TRUE,America/New_York,3,18603,1840003484
Galion,Galion,OH,Ohio,05000US39033,Crawford,40.7385,-82.7792,10003,522,shape,FALSE,TRUE,America/New_York,3,44833,1840002752
Ventnor City,Ventnor City,NJ,New Jersey,05000US34001,Atlantic,39.3457,-74.486,9995,1973,shape,FALSE,TRUE,America/New_York,3,8406,1840001539
Madera Acres,Madera Acres,CA,California,05000US6039,Madera,37.0123,-120.0799,9990,529,shape,FALSE,FALSE,America/Los_Angeles,3,93638,1840028386
La Cresta,La Cresta,CA,California,05000US6029,Kern,35.3972,-118.9892,9990,3686,shape,FALSE,FALSE,America/Los_Angeles,2,93305,1840147387
Linganore,Linganore,MD,Maryland,05000US24021,Frederick,39.4127,-77.3014,9988,465,shape,FALSE,FALSE,America/New_York,3,21774,1840026627
Kinnelon,Kinnelon,NJ,New Jersey,05000US34027,Morris,40.9847,-74.3862,9988,213,shape,FALSE,TRUE,America/New_York,3,7405,1840000952
Alpena,Alpena,MI,Michigan,05000US26007,Alpena,45.074,-83.4402,9987,471,shape,FALSE,TRUE,America/Detroit,3,49707,1840003947
Friendly,Friendly,MD,Maryland,05000US24033,Prince George's,38.7601,-76.9642,9984,790,shape,FALSE,FALSE,America/New_York,3,20744,1840005954
Watervliet,Watervliet,NY,New York,05000US36001,Albany,42.7243,-73.7068,9976,2870,shape,FALSE,TRUE,America/New_York,2,12189,1840002495
Flat Rock,Flat Rock,MI,Michigan,05000US26163,Wayne,42.0991,-83.2716,9974,586,shape,FALSE,TRUE,America/Detroit,3,48134,1840003973
Red Bank,Red Bank,SC,South Carolina,05000US45063,Lexington,33.9309,-81.2322,9971,308,shape,FALSE,FALSE,America/New_York,3,29073,1840013658
Lambertville,Lambertville,MI,Michigan,05000US26115,Monroe,41.7484,-83.6244,9970,571,shape,FALSE,FALSE,America/Detroit,3,48144,1840006576
Charter Oak,Charter Oak,CA,California,05000US6037,Los Angeles,34.1025,-117.8564,9963,4146,shape,FALSE,FALSE,America/Los_Angeles,2,91724,1840017919
Kapaa,Kapaa,HI,Hawaii,05000US15007,Kauai,22.091,-159.3521,9961,383,shape,FALSE,FALSE,Pacific/Honolulu,3,96746,1840029499
Pleasant Hill,Pleasant Hill,IA,Iowa,05000US19153,Polk,41.5867,-93.4953,9959,368,shape,FALSE,TRUE,America/Chicago,3,50327,1840009219
River Grove,River Grove,IL,Illinois,05000US17031,Cook,41.9243,-87.8379,9957,1607,shape,FALSE,TRUE,America/Chicago,3,60171,1840011285
Boiling Springs,Boiling Springs,SC,South Carolina,05000US45083,Spartanburg,35.045,-81.9779,9953,562,shape,FALSE,FALSE,America/New_York,3,29316,1840013509
George Mason,George Mason,VA,Virginia,05000US51059,Fairfax,38.8356,-77.3186,9948,1513,shape,FALSE,TRUE,America/New_York,3,22030 22032,1840041768
Scaggsville,Scaggsville,MD,Maryland,05000US24027,Howard,39.1416,-76.8843,9948,762,shape,FALSE,FALSE,America/New_York,3,20723,1840024483
Gages Lake,Gages Lake,IL,Illinois,05000US17097,Lake,42.3519,-87.9828,9939,1288,shape,FALSE,FALSE,America/Chicago,3,60030 60031,1840004638
Box Elder,Box Elder,SD,South Dakota,05000US46103,Pennington,44.112,-103.0818,9937,264,shape,FALSE,TRUE,America/Denver,3,57706 57719,1840002183
Clay,Clay,AL,Alabama,05000US1073,Jefferson,33.6951,-86.609,9936,347,shape,FALSE,TRUE,America/Chicago,3,35173 35126,1840014790
Fort Salonga,Fort Salonga,NY,New York,05000US36103,Suffolk,40.9068,-73.2996,9930,403,shape,FALSE,FALSE,America/New_York,3,11768,1840005013
Astoria,Astoria,OR,Oregon,05000US41007,Clatsop,46.1856,-123.8053,9929,624,shape,FALSE,TRUE,America/Los_Angeles,3,97103,1840018504
